MEZ_Date;Mez_Time;Level;MEZ;UTC
14.08.21;00:01;500;14.08.21 00:01;13.08.21 23:01
14.08.21;00:02;498;14.08.21 00:02;13.08.21 23:02
14.08.21;00:03;496;14.08.21 00:03;13.08.21 23:03
14.08.21;00:04;496;14.08.21 00:04;13.08.21 23:04
14.08.21;00:05;495;14.08.21 00:05;13.08.21 23:05
14.08.21;00:06;493;14.08.21 00:06;13.08.21 23:06
14.08.21;00:07;492;14.08.21 00:07;13.08.21 23:07
14.08.21;00:08;492;14.08.21 00:08;13.08.21 23:08
14.08.21;00:09;490;14.08.21 00:09;13.08.21 23:09
14.08.21;00:10;488;14.08.21 00:10;13.08.21 23:10
14.08.21;00:11;487;14.08.21 00:11;13.08.21 23:11
14.08.21;00:12;489;14.08.21 00:12;13.08.21 23:12
14.08.21;00:13;488;14.08.21 00:13;13.08.21 23:13
14.08.21;00:14;487;14.08.21 00:14;13.08.21 23:14
14.08.21;00:15;485;14.08.21 00:15;13.08.21 23:15
14.08.21;00:16;483;14.08.21 00:16;13.08.21 23:16
14.08.21;00:17;482;14.08.21 00:17;13.08.21 23:17
14.08.21;00:18;482;14.08.21 00:18;13.08.21 23:18
14.08.21;00:19;481;14.08.21 00:19;13.08.21 23:19
14.08.21;00:20;480;14.08.21 00:20;13.08.21 23:20
14.08.21;00:21;478;14.08.21 00:21;13.08.21 23:21
14.08.21;00:22;476;14.08.21 00:22;13.08.21 23:22
14.08.21;00:23;476;14.08.21 00:23;13.08.21 23:23
14.08.21;00:24;476;14.08.21 00:24;13.08.21 23:24
14.08.21;00:25;475;14.08.21 00:25;13.08.21 23:25
14.08.21;00:26;474;14.08.21 00:26;13.08.21 23:26
14.08.21;00:27;473;14.08.21 00:27;13.08.21 23:27
14.08.21;00:28;471;14.08.21 00:28;13.08.21 23:28
14.08.21;00:29;471;14.08.21 00:29;13.08.21 23:29
14.08.21;00:30;470;14.08.21 00:30;13.08.21 23:30
14.08.21;00:31;468;14.08.21 00:31;13.08.21 23:31
14.08.21;00:32;467;14.08.21 00:32;13.08.21 23:32
14.08.21;00:33;466;14.08.21 00:33;13.08.21 23:33
14.08.21;00:34;465;14.08.21 00:34;13.08.21 23:34
14.08.21;00:35;465;14.08.21 00:35;13.08.21 23:35
14.08.21;00:36;464;14.08.21 00:36;13.08.21 23:36
14.08.21;00:37;463;14.08.21 00:37;13.08.21 23:37
14.08.21;00:38;461;14.08.21 00:38;13.08.21 23:38
14.08.21;00:39;459;14.08.21 00:39;13.08.21 23:39
14.08.21;00:40;458;14.08.21 00:40;13.08.21 23:40
14.08.21;00:41;457;14.08.21 00:41;13.08.21 23:41
14.08.21;00:42;458;14.08.21 00:42;13.08.21 23:42
14.08.21;00:43;456;14.08.21 00:43;13.08.21 23:43
14.08.21;00:44;456;14.08.21 00:44;13.08.21 23:44
14.08.21;00:45;455;14.08.21 00:45;13.08.21 23:45
14.08.21;00:46;454;14.08.21 00:46;13.08.21 23:46
14.08.21;00:47;453;14.08.21 00:47;13.08.21 23:47
14.08.21;00:48;453;14.08.21 00:48;13.08.21 23:48
14.08.21;00:49;452;14.08.21 00:49;13.08.21 23:49
14.08.21;00:50;451;14.08.21 00:50;13.08.21 23:50
14.08.21;00:51;449;14.08.21 00:51;13.08.21 23:51
14.08.21;00:52;448;14.08.21 00:52;13.08.21 23:52
14.08.21;00:53;447;14.08.21 00:53;13.08.21 23:53
14.08.21;00:54;447;14.08.21 00:54;13.08.21 23:54
14.08.21;00:55;446;14.08.21 00:55;13.08.21 23:55
14.08.21;00:56;444;14.08.21 00:56;13.08.21 23:56
14.08.21;00:57;444;14.08.21 00:57;13.08.21 23:57
14.08.21;00:58;443;14.08.21 00:58;13.08.21 23:58
14.08.21;00:59;441;14.08.21 00:59;13.08.21 23:59
14.08.21;01:00;440;14.08.21 01:00;14.08.21 00:00
14.08.21;01:01;440;14.08.21 01:01;14.08.21 00:01
14.08.21;01:02;439;14.08.21 01:02;14.08.21 00:02
14.08.21;01:03;438;14.08.21 01:03;14.08.21 00:03
14.08.21;01:04;437;14.08.21 01:04;14.08.21 00:04
14.08.21;01:05;436;14.08.21 01:05;14.08.21 00:05
14.08.21;01:06;435;14.08.21 01:06;14.08.21 00:06
14.08.21;01:07;435;14.08.21 01:07;14.08.21 00:07
14.08.21;01:08;434;14.08.21 01:08;14.08.21 00:08
14.08.21;01:09;433;14.08.21 01:09;14.08.21 00:09
14.08.21;01:10;432;14.08.21 01:10;14.08.21 00:10
14.08.21;01:11;431;14.08.21 01:11;14.08.21 00:11
14.08.21;01:12;429;14.08.21 01:12;14.08.21 00:12
14.08.21;01:13;429;14.08.21 01:13;14.08.21 00:13
14.08.21;01:14;428;14.08.21 01:14;14.08.21 00:14
14.08.21;01:15;427;14.08.21 01:15;14.08.21 00:15
14.08.21;01:16;426;14.08.21 01:16;14.08.21 00:16
14.08.21;01:17;424;14.08.21 01:17;14.08.21 00:17
14.08.21;01:18;423;14.08.21 01:18;14.08.21 00:18
14.08.21;01:19;423;14.08.21 01:19;14.08.21 00:19
14.08.21;01:20;422;14.08.21 01:20;14.08.21 00:20
14.08.21;01:21;421;14.08.21 01:21;14.08.21 00:21
14.08.21;01:22;421;14.08.21 01:22;14.08.21 00:22
14.08.21;01:23;420;14.08.21 01:23;14.08.21 00:23
14.08.21;01:24;419;14.08.21 01:24;14.08.21 00:24
14.08.21;01:25;417;14.08.21 01:25;14.08.21 00:25
14.08.21;01:26;416;14.08.21 01:26;14.08.21 00:26
14.08.21;01:27;415;14.08.21 01:27;14.08.21 00:27
14.08.21;01:28;414;14.08.21 01:28;14.08.21 00:28
14.08.21;01:29;414;14.08.21 01:29;14.08.21 00:29
14.08.21;01:30;412;14.08.21 01:30;14.08.21 00:30
14.08.21;01:31;412;14.08.21 01:31;14.08.21 00:31
14.08.21;01:32;411;14.08.21 01:32;14.08.21 00:32
14.08.21;01:33;410;14.08.21 01:33;14.08.21 00:33
14.08.21;01:34;408;14.08.21 01:34;14.08.21 00:34
14.08.21;01:35;408;14.08.21 01:35;14.08.21 00:35
