MEZ_Date;Mez_Time;Level;MEZ;UTC
03.08.21;00:01;684;03.08.21 00:01;02.08.21 23:01
03.08.21;00:02;683;03.08.21 00:02;02.08.21 23:02
03.08.21;00:03;682;03.08.21 00:03;02.08.21 23:03
03.08.21;00:04;681;03.08.21 00:04;02.08.21 23:04
03.08.21;00:05;680;03.08.21 00:05;02.08.21 23:05
03.08.21;00:06;679;03.08.21 00:06;02.08.21 23:06
03.08.21;00:07;677;03.08.21 00:07;02.08.21 23:07
03.08.21;00:08;676;03.08.21 00:08;02.08.21 23:08
03.08.21;00:09;675;03.08.21 00:09;02.08.21 23:09
03.08.21;00:10;675;03.08.21 00:10;02.08.21 23:10
03.08.21;00:11;673;03.08.21 00:11;02.08.21 23:11
03.08.21;00:12;673;03.08.21 00:12;02.08.21 23:12
03.08.21;00:13;671;03.08.21 00:13;02.08.21 23:13
03.08.21;00:14;670;03.08.21 00:14;02.08.21 23:14
03.08.21;00:15;668;03.08.21 00:15;02.08.21 23:15
03.08.21;00:16;668;03.08.21 00:16;02.08.21 23:16
03.08.21;00:17;666;03.08.21 00:17;02.08.21 23:17
03.08.21;00:18;666;03.08.21 00:18;02.08.21 23:18
03.08.21;00:19;664;03.08.21 00:19;02.08.21 23:19
03.08.21;00:20;663;03.08.21 00:20;02.08.21 23:20
03.08.21;00:21;662;03.08.21 00:21;02.08.21 23:21
03.08.21;00:22;661;03.08.21 00:22;02.08.21 23:22
03.08.21;00:23;659;03.08.21 00:23;02.08.21 23:23
03.08.21;00:24;658;03.08.21 00:24;02.08.21 23:24
03.08.21;00:25;657;03.08.21 00:25;02.08.21 23:25
03.08.21;00:26;655;03.08.21 00:26;02.08.21 23:26
03.08.21;00:27;654;03.08.21 00:27;02.08.21 23:27
03.08.21;00:28;653;03.08.21 00:28;02.08.21 23:28
03.08.21;00:29;652;03.08.21 00:29;02.08.21 23:29
03.08.21;00:30;651;03.08.21 00:30;02.08.21 23:30
03.08.21;00:31;649;03.08.21 00:31;02.08.21 23:31
03.08.21;00:32;648;03.08.21 00:32;02.08.21 23:32
03.08.21;00:33;647;03.08.21 00:33;02.08.21 23:33
03.08.21;00:34;645;03.08.21 00:34;02.08.21 23:34
03.08.21;00:35;644;03.08.21 00:35;02.08.21 23:35
03.08.21;00:36;643;03.08.21 00:36;02.08.21 23:36
03.08.21;00:37;642;03.08.21 00:37;02.08.21 23:37
03.08.21;00:38;640;03.08.21 00:38;02.08.21 23:38
03.08.21;00:39;639;03.08.21 00:39;02.08.21 23:39
03.08.21;00:40;638;03.08.21 00:40;02.08.21 23:40
03.08.21;00:41;636;03.08.21 00:41;02.08.21 23:41
03.08.21;00:42;635;03.08.21 00:42;02.08.21 23:42
03.08.21;00:43;633;03.08.21 00:43;02.08.21 23:43
03.08.21;00:44;632;03.08.21 00:44;02.08.21 23:44
03.08.21;00:45;631;03.08.21 00:45;02.08.21 23:45
03.08.21;00:46;629;03.08.21 00:46;02.08.21 23:46
03.08.21;00:47;628;03.08.21 00:47;02.08.21 23:47
03.08.21;00:48;627;03.08.21 00:48;02.08.21 23:48
03.08.21;00:49;625;03.08.21 00:49;02.08.21 23:49
03.08.21;00:50;624;03.08.21 00:50;02.08.21 23:50
03.08.21;00:51;622;03.08.21 00:51;02.08.21 23:51
03.08.21;00:52;621;03.08.21 00:52;02.08.21 23:52
03.08.21;00:53;620;03.08.21 00:53;02.08.21 23:53
