"12.08.2021";"Hamburg Port Authority";"ELBE";"HAMBURG ST. PAULI";"5952050";"W_O";"cm";"XXX,XXX";"XX.XX.XXXX";"XX:XX";"PNP";"-5"
"00:01";"375"
"00:02";"374"
"00:03";"373"
"00:04";"372"
"00:05";"371"
"00:06";"371"
"00:07";"370"
"00:08";"369"
"00:09";"368"
"00:10";"367"
"00:11";"366"
"00:12";"365"
"00:13";"364"
"00:14";"364"
"00:15";"363"
"00:16";"362"
"00:17";"360"
"00:18";"360"
"00:19";"359"
"00:20";"358"
"00:21";"358"
"00:22";"357"
"00:23";"356"
"00:24";"356"
"00:25";"354"
"00:26";"354"
"00:27";"353"
"00:28";"352"
"00:29";"351"
"00:30";"350"
"00:31";"349"
"00:32";"348"
"00:33";"347"
"00:34";"347"
"00:35";"346"
"00:36";"345"
"00:37";"344"
"00:38";"343"
"00:39";"343"
"00:40";"342"
"00:41";"341"
"00:42";"340"
"00:43";"339"
"00:44";"338"
"00:45";"338"
"00:46";"337"
"00:47";"336"
"00:48";"336"
"00:49";"335"
"00:50";"334"
"00:51";"333"
"00:52";"333"
"00:53";"332"
"00:54";"331"
"00:55";"331"
"00:56";"330"
"00:57";"329"
"00:58";"329"
"00:59";"328"
"01:00";"327"
"01:01";"327"
"01:02";"326"
"01:03";"325"
"01:04";"325"
"01:05";"324"
"01:06";"323"
"01:07";"323"
"01:08";"322"
"01:09";"321"
"01:10";"321"
"01:11";"320"
"01:12";"319"
"01:13";"319"
"01:14";"318"
"01:15";"318"
"01:16";"317"
"01:17";"317"
"01:18";"316"
"01:19";"315"
"01:20";"315"
"01:21";"314"
"01:22";"314"
"01:23";"313"
"01:24";"312"
"01:25";"312"
"01:26";"311"
"01:27";"311"
"01:28";"310"
"01:29";"310"
"01:30";"310"
"01:31";"309"
"01:32";"308"
"01:33";"308"
"01:34";"308"
"01:35";"308"
"01:36";"307"
"01:37";"307"
"01:38";"307"
"01:39";"306"
"01:40";"306"
"01:41";"306"
"01:42";"306"
"01:43";"306"
"01:44";"305"
"01:45";"305"
"01:46";"305"
"01:47";"305"
"01:48";"305"
"01:49";"305"
"01:50";"305"
"01:51";"306"
"01:52";"306"
"01:53";"306"
"01:54";"307"
"01:55";"307"
"01:56";"308"
"01:57";"309"
"01:58";"310"
"01:59";"311"
"02:00";"312"
"02:01";"313"
"02:02";"315"
"02:03";"316"
"02:04";"318"
"02:05";"320"
"02:06";"322"
"02:07";"324"
"02:08";"326"
"02:09";"328"
"02:10";"331"
"02:11";"333"
"02:12";"336"
"02:13";"338"
"02:14";"341"
"02:15";"344"
"02:16";"347"
"02:17";"349"
"02:18";"352"
"02:19";"355"
"02:20";"358"
"02:21";"360"
"02:22";"364"
"02:23";"366"
"02:24";"369"
"02:25";"372"
"02:26";"375"
"02:27";"377"
"02:28";"380"
"02:29";"383"
"02:30";"386"
"02:31";"388"
"02:32";"391"
"02:33";"394"
"02:34";"397"
"02:35";"399"
"02:36";"402"
"02:37";"405"
"02:38";"408"
"02:39";"411"
"02:40";"414"
"02:41";"417"
"02:42";"421"
"02:43";"423"
"02:44";"426"
"02:45";"430"
"02:46";"433"
"02:47";"436"
"02:48";"439"
"02:49";"443"
"02:50";"446"
"02:51";"449"
"02:52";"452"
"02:53";"454"
"02:54";"457"
"02:55";"460"
"02:56";"463"
"02:57";"466"
"02:58";"468"
"02:59";"470"
"03:00";"473"
"03:01";"476"
"03:02";"479"
"03:03";"483"
"03:04";"486"
"03:05";"488"
"03:06";"489"
"03:07";"492"
"03:08";"494"
"03:09";"496"
"03:10";"498"
"03:11";"500"
"03:12";"503"
"03:13";"505"
"03:14";"506"
"03:15";"509"
"03:16";"511"
"03:17";"513"
"03:18";"516"
"03:19";"519"
"03:20";"521"
"03:21";"522"
"03:22";"524"
"03:23";"526"
"03:24";"529"
"03:25";"531"
"03:26";"532"
"03:27";"533"
"03:28";"535"
"03:29";"537"
"03:30";"538"
"03:31";"540"
"03:32";"541"
"03:33";"544"
"03:34";"546"
"03:35";"547"
"03:36";"548"
"03:37";"549"
"03:38";"550"
"03:39";"552"
"03:40";"554"
"03:41";"556"
"03:42";"557"
"03:43";"558"
"03:44";"559"
"03:45";"560"
"03:46";"562"
"03:47";"564"
"03:48";"565"
"03:49";"566"
"03:50";"566"
"03:51";"568"
"03:52";"569"
"03:53";"572"
"03:54";"574"
"03:55";"575"
"03:56";"575"
"03:57";"577"
"03:58";"579"
"03:59";"580"
"04:00";"582"
"04:01";"583"
"04:02";"584"
"04:03";"586"
"04:04";"587"
"04:05";"588"
"04:06";"588"
"04:07";"590"
"04:08";"591"
"04:09";"592"
"04:10";"594"
"04:11";"594"
"04:12";"596"
"04:13";"598"
"04:14";"600"
"04:15";"600"
"04:16";"601"
"04:17";"602"
"04:18";"602"
"04:19";"603"
"04:20";"604"
"04:21";"606"
"04:22";"607"
"04:23";"607"
"04:24";"608"
"04:25";"609"
"04:26";"610"
"04:27";"611"
"04:28";"611"
"04:29";"613"
"04:30";"614"
"04:31";"615"
"04:32";"616"
"04:33";"618"
"04:34";"619"
"04:35";"619"
"04:36";"620"
"04:37";"623"
"04:38";"623"
"04:39";"625"
"04:40";"625"
"04:41";"625"
"04:42";"637"
"04:43";"640"
"04:44";"640"
"04:45";"640"
"04:46";"642"
"04:47";"643"
"04:48";"644"
"04:49";"646"
"04:50";"646"
"04:51";"646"
