MEZ_Date;Mez_Time;Level;MEZ;UTC
09.09.21;00:01;330;09.09.21 00:01;08.09.21 23:01
09.09.21;00:02;329;09.09.21 00:02;08.09.21 23:02
09.09.21;00:03;329;09.09.21 00:03;08.09.21 23:03
09.09.21;00:04;328;09.09.21 00:04;08.09.21 23:04
09.09.21;00:05;327;09.09.21 00:05;08.09.21 23:05
09.09.21;00:06;326;09.09.21 00:06;08.09.21 23:06
09.09.21;00:07;326;09.09.21 00:07;08.09.21 23:07
09.09.21;00:08;325;09.09.21 00:08;08.09.21 23:08
09.09.21;00:09;324;09.09.21 00:09;08.09.21 23:09
09.09.21;00:10;324;09.09.21 00:10;08.09.21 23:10
09.09.21;00:11;323;09.09.21 00:11;08.09.21 23:11
09.09.21;00:12;322;09.09.21 00:12;08.09.21 23:12
09.09.21;00:13;322;09.09.21 00:13;08.09.21 23:13
09.09.21;00:14;322;09.09.21 00:14;08.09.21 23:14
09.09.21;00:15;321;09.09.21 00:15;08.09.21 23:15
09.09.21;00:16;319;09.09.21 00:16;08.09.21 23:16
09.09.21;00:17;319;09.09.21 00:17;08.09.21 23:17
09.09.21;00:18;318;09.09.21 00:18;08.09.21 23:18
09.09.21;00:19;317;09.09.21 00:19;08.09.21 23:19
09.09.21;00:20;318;09.09.21 00:20;08.09.21 23:20
09.09.21;00:21;317;09.09.21 00:21;08.09.21 23:21
09.09.21;00:22;317;09.09.21 00:22;08.09.21 23:22
09.09.21;00:23;316;09.09.21 00:23;08.09.21 23:23
09.09.21;00:24;316;09.09.21 00:24;08.09.21 23:24
09.09.21;00:25;315;09.09.21 00:25;08.09.21 23:25
09.09.21;00:26;313;09.09.21 00:26;08.09.21 23:26
09.09.21;00:27;314;09.09.21 00:27;08.09.21 23:27
09.09.21;00:28;312;09.09.21 00:28;08.09.21 23:28
09.09.21;00:29;311;09.09.21 00:29;08.09.21 23:29
09.09.21;00:30;311;09.09.21 00:30;08.09.21 23:30
09.09.21;00:31;311;09.09.21 00:31;08.09.21 23:31
09.09.21;00:32;310;09.09.21 00:32;08.09.21 23:32
09.09.21;00:33;309;09.09.21 00:33;08.09.21 23:33
09.09.21;00:34;309;09.09.21 00:34;08.09.21 23:34
09.09.21;00:35;309;09.09.21 00:35;08.09.21 23:35
09.09.21;00:36;308;09.09.21 00:36;08.09.21 23:36
09.09.21;00:37;307;09.09.21 00:37;08.09.21 23:37
09.09.21;00:38;308;09.09.21 00:38;08.09.21 23:38
09.09.21;00:39;307;09.09.21 00:39;08.09.21 23:39
09.09.21;00:40;306;09.09.21 00:40;08.09.21 23:40
09.09.21;00:41;306;09.09.21 00:41;08.09.21 23:41
09.09.21;00:42;306;09.09.21 00:42;08.09.21 23:42
09.09.21;00:43;306;09.09.21 00:43;08.09.21 23:43
